NOME,ANO_INGRESSO_2021,FASE_2021,NIVEL_IDEAL_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,REC_AVA_UNIFICADO,DEFASAGEM_2021
ALUNO-1,2021.0,2.0,3,Ametista,5.0,8.8,6.3,7.5,6.9,7.7,8.1,7.319,0,Promovido de Fase,-1.0
ALUNO-3,2018.0,3.0,3,Ametista,10.0,5.6,6.9,7.1,6.3,7.3,7.2,7.021,0,Promovido de Fase,0.0
ALUNO-5,2019.0,2.0,2,Ametista,10.0,5.4,7.5,7.4,7.5,8.5,7.4,7.399,0,Mantido na Fase atual,0.0
ALUNO-8,2017.0,5.0,5,Topázio,10.0,7.1,8.6,8.8,7.5,8.0,8.5,8.269,0,Promovido de Fase,0.0
ALUNO-11,2020.0,1.0,1,Topázio,10.0,8.8,10.0,9.0,6.3,7.7,9.7,8.99,1,Mantido na Fase atual,0.0
ALUNO-13,2021.0,0.0,1,Quartzo,5.0,0.8,0.0,8.0,7.5,0.0,6.0,3.413,0,Não avaliado,-1.0
ALUNO-17,2018.0,1.0,3,Ágata,5.0,2.6,4.2,9.5,7.5,8.4,8.8,6.14,0,Não avaliado,-2.0
ALUNO-18,2017.0,4.0,5,Ágata,5.0,5.3,3.3,10.0,6.3,7.7,5.2,5.666,0,Mantido na Fase atual,-1.0
ALUNO-19,2021.0,2.0,3,Ágata,5.0,4.6,6.3,9.0,7.5,7.7,8.3,6.751,0,Mantido na Fase atual,-1.0
ALUNO-28,2021.0,4.0,4,Topázio,10.0,8.8,9.2,8.3,7.5,9.4,9.9,9.079,1,Promovido de Fase + Bolsa,0.0
ALUNO-29,2021.0,3.0,5,Ágata,5.0,3.8,5.3,9.6,7.5,7.5,7.9,6.342,0,Promovido de Fase,-2.0
ALUNO-34,2018.0,2.0,3,Ágata,5.0,5.5,2.9,6.9,7.5,7.7,8.7,6.129,0,Mantido na Fase atual,-1.0
ALUNO-35,2017.0,7.0,8,Topázio,5.0,8.2,9.4,9.2,7.5,8.4,9.4,8.416,1,Promovido de Fase + Bolsa,-1.0
ALUNO-36,2019.0,3.0,5,Ágata,5.0,4.7,6.4,8.3,3.8,7.3,7.9,6.246,0,Promovido de Fase,-2.0
ALUNO-37,2018.0,2.0,2,Ágata,10.0,6.5,5.4,0.0,6.9,7.5,6.7,6.154,0,Mantido na Fase atual,0.0
ALUNO-38,2021.0,3.0,3,Ágata,10.0,5.1,6.9,3.8,7.5,7.5,7.8,6.847,0,Mantido na Fase atual,0.0
ALUNO-40,2021.0,5.0,6,Ametista,5.0,6.0,7.8,9.2,7.5,8.3,8.0,7.334,0,Mantido na Fase atual,-1.0
ALUNO-41,2020.0,2.0,3,Ágata,5.0,6.8,5.0,0.0,7.5,7.5,8.8,6.1,0,Promovido de Fase,-1.0
ALUNO-42,2021.0,0.0,0,Ágata,10.0,4.0,6.7,10.0,7.5,7.2,6.0,6.802,0,Mantido na Fase atual,0.0
ALUNO-46,2020.0,0.0,0,Topázio,10.0,6.9,10.0,8.5,7.5,8.1,8.4,8.471,0,Não avaliado,0.0
ALUNO-47,2021.0,1.0,2,Ágata,5.0,4.0,6.3,8.5,7.5,7.5,5.8,6.056,0,Mantido na Fase atual,-1.0
ALUNO-51,2021.0,1.0,1,Ametista,10.0,5.4,9.2,9.0,7.5,7.7,8.6,8.051,0,Mantido na Fase atual,0.0
ALUNO-54,2021.0,3.0,3,Ágata,10.0,4.1,5.8,7.5,7.5,7.3,5.8,6.388,0,Mantido na Fase atual,0.0
ALUNO-55,2017.0,7.0,8,Ametista,5.0,7.6,8.9,9.6,8.1,8.1,9.2,8.219,1,Promovido de Fase + Bolsa,-1.0
ALUNO-56,2021.0,6.0,7,Ágata,5.0,5.5,7.5,8.8,5.6,7.8,7.2,6.777,0,Promovido de Fase,-1.0
ALUNO-57,2018.0,7.0,7,Ametista,10.0,6.0,6.9,8.3,6.3,7.7,7.0,7.213,0,Promovido de Fase + Bolsa,0.0
ALUNO-60,2016.0,6.0,8,Ametista,5.0,6.1,7.5,7.9,6.9,7.2,7.7,6.956,0,Promovido de Fase,-2.0
ALUNO-61,2020.0,1.0,2,Quartzo,5.0,0.0,1.3,0.0,5.6,6.9,5.1,3.017,0,Mantido na Fase atual,-1.0
ALUNO-62,2020.0,2.0,3,Ágata,5.0,3.1,4.6,8.5,7.5,8.1,6.2,5.704,0,Mantido na Fase atual,-1.0
ALUNO-65,2021.0,0.0,1,Topázio,5.0,6.9,10.0,10.0,7.5,8.1,10.0,8.438,1,Não avaliado,-1.0
ALUNO-66,2021.0,2.0,3,Ágata,5.0,5.9,6.3,8.0,7.5,8.5,7.7,6.875,0,Promovido de Fase,-1.0
ALUNO-67,2021.0,1.0,2,Quartzo,5.0,1.1,3.3,7.4,7.5,8.3,6.1,4.939,0,Mantido na Fase atual,-1.0
ALUNO-71,2019.0,0.0,2,#NULO!,5.0,3.6,0.0,7.4,5.0,0.0,0.0,,0,Não avaliado,-2.0
ALUNO-75,2019.0,4.0,3,Topázio,10.0,8.5,9.2,10.0,7.5,8.8,9.7,9.108,1,Promovido de Fase + Bolsa,1.0
ALUNO-76,2020.0,1.0,0,Topázio,10.0,7.6,10.0,10.0,7.5,7.5,9.2,8.869,1,Mantido na Fase atual,1.0
ALUNO-77,2021.0,0.0,1,Ametista,5.0,6.4,10.0,9.5,7.5,7.5,8.1,7.854,0,Mantido na Fase atual,-1.0
ALUNO-78,2021.0,1.0,2,Ágata,5.0,2.6,9.2,8.9,7.5,7.3,5.6,6.339,0,Mantido na Fase atual,-1.0
ALUNO-81,2019.0,5.0,6,Ágata,5.0,6.5,5.8,6.3,2.5,8.1,7.7,6.188,0,Promovido de Fase,-1.0
ALUNO-83,2016.0,5.0,5,Ágata,10.0,3.0,6.4,6.7,3.8,7.3,6.7,5.987,0,Mantido na Fase atual,0.0
ALUNO-84,2021.0,1.0,1,Ametista,10.0,6.8,10.0,3.5,7.5,7.5,8.3,7.867,0,Mantido na Fase atual,0.0
ALUNO-85,2019.0,0.0,2,Ágata,5.0,6.9,6.7,9.5,6.3,4.7,7.0,6.652,0,Não avaliado,-2.0
ALUNO-87,2016.0,5.0,5,Ametista,10.0,7.8,7.8,7.9,7.5,8.1,7.7,8.004,0,Promovido de Fase,0.0
ALUNO-88,2018.0,2.0,3,Ametista,5.0,7.4,9.6,9.5,6.3,8.1,9.1,8.096,1,Promovido de Fase,-1.0
ALUNO-90,2019.0,4.0,5,Ágata,5.0,4.6,5.0,7.1,7.5,7.2,7.0,5.994,0,Promovido de Fase,-1.0
ALUNO-91,2018.0,2.0,2,Quartzo,10.0,2.2,0.0,9.5,7.5,5.6,2.5,4.2,0,Não avaliado,0.0
ALUNO-93,2021.0,0.0,0,Ágata,10.0,5.1,4.2,8.0,7.5,6.6,5.9,6.248,0,Mantido na Fase atual,0.0
ALUNO-94,2021.0,4.0,3,Ágata,10.0,4.6,3.6,7.5,7.5,7.3,5.2,5.923,0,Mantido na Fase atual,1.0
ALUNO-95,2019.0,4.0,6,Quartzo,5.0,1.3,5.6,8.3,7.5,6.9,4.1,4.957,0,Promovido de Fase,-2.0
ALUNO-97,2018.0,2.0,3,Ágata,5.0,5.8,5.8,8.0,7.5,7.5,6.0,6.317,0,Promovido de Fase,-1.0
ALUNO-98,2021.0,3.0,4,Ametista,5.0,6.3,6.4,9.2,7.5,7.5,7.5,6.953,0,Mantido na Fase atual,-1.0
ALUNO-100,2018.0,1.0,3,Quartzo,5.0,0.0,0.0,8.5,3.8,6.3,3.8,3.117,0,Mantido na Fase atual,-2.0
ALUNO-102,2020.0,1.0,2,Ágata,5.0,4.8,7.5,6.3,7.5,7.9,7.8,6.704,0,Mantido na Fase atual,-1.0
ALUNO-103,2020.0,1.0,1,Ametista,10.0,6.2,8.8,9.5,6.3,7.9,8.6,8.076,0,Mantido na Fase atual,0.0
ALUNO-104,2021.0,0.0,0,Ametista,10.0,6.4,10.0,9.0,7.5,7.2,6.8,8.01,0,Mantido na Fase atual,0.0
ALUNO-105,2020.0,4.0,4,Quartzo,10.0,2.8,1.1,10.0,7.5,6.7,3.7,4.956,0,Mantido na Fase atual,0.0
ALUNO-106,2020.0,1.0,2,Ametista,5.0,7.9,7.9,10.0,7.5,8.3,10.0,8.242,1,Promovido de Fase,-1.0
ALUNO-109,2021.0,6.0,7,Ametista,5.0,7.8,6.7,7.5,7.5,8.4,8.2,7.36,0,Promovido de Fase,-1.0
ALUNO-111,2020.0,4.0,5,Ametista,5.0,6.0,8.1,8.3,7.5,8.4,7.4,7.222,0,Promovido de Fase,-1.0
ALUNO-112,2021.0,4.0,5,Ágata,5.0,6.2,3.1,9.2,6.9,7.7,6.9,6.098,0,Promovido de Fase,-1.0
ALUNO-113,2019.0,2.0,3,Ágata,5.0,4.6,7.1,9.5,7.5,8.1,6.6,6.664,0,Mantido na Fase atual,-1.0
ALUNO-117,2020.0,2.0,2,Ametista,10.0,7.1,7.1,8.5,7.5,8.3,7.6,7.774,0,Mantido na Fase atual,0.0
ALUNO-118,2019.0,1.0,1,Topázio,10.0,6.9,9.6,8.5,7.5,7.5,8.2,8.299,0,Mantido na Fase atual,0.0
ALUNO-120,2019.0,1.0,2,Ametista,5.0,6.1,8.3,8.5,7.5,7.5,6.8,7.096,0,Mantido na Fase atual,-1.0
ALUNO-124,2021.0,0.0,0,Topázio,10.0,6.1,8.3,9.0,7.5,8.1,9.7,8.275,1,Não avaliado,0.0
ALUNO-125,2020.0,2.0,2,Ágata,10.0,4.6,4.6,6.3,7.5,7.9,7.2,6.461,0,Mantido na Fase atual,0.0
ALUNO-126,2021.0,0.0,1,Ágata,5.0,4.5,4.2,9.0,7.5,7.2,7.3,6.069,0,Mantido na Fase atual,-1.0
ALUNO-127,2021.0,1.0,2,Ametista,5.0,5.6,7.1,10.0,7.5,7.5,6.9,6.907,0,Mantido na Fase atual,-1.0
ALUNO-128,2019.0,0.0,2,Quartzo,5.0,4.0,6.7,7.9,4.4,2.5,5.6,5.229,0,Mantido na Fase atual,-2.0
ALUNO-129,2021.0,2.0,2,Ágata,10.0,4.6,4.2,7.4,7.5,7.2,4.3,5.819,0,Mantido na Fase atual,0.0
ALUNO-133,2019.0,1.0,2,Ametista,5.0,7.1,9.6,9.5,7.5,7.7,8.4,7.99,0,Mantido na Fase atual,-1.0
ALUNO-135,2019.0,1.0,2,Ágata,5.0,3.6,4.2,9.5,6.3,6.9,7.3,5.788,0,Mantido na Fase atual,-1.0
ALUNO-137,2021.0,0.0,1,Ágata,5.0,5.3,5.8,8.0,7.5,5.0,6.2,6.012,0,Mantido na Fase atual,-1.0
ALUNO-143,2021.0,3.0,3,Ágata,10.0,4.3,4.4,7.9,6.3,7.5,6.8,6.278,0,Mantido na Fase atual,0.0
ALUNO-149,2019.0,7.0,7,Topázio,10.0,7.4,8.1,8.8,6.9,8.3,9.4,8.36,1,Promovido de Fase + Bolsa,0.0
ALUNO-151,2019.0,2.0,3,Topázio,5.0,9.1,9.6,9.5,8.1,10.0,10.0,9.004,1,Promovido de Fase,-1.0
ALUNO-152,2019.0,3.0,3,Topázio,10.0,8.0,8.3,8.8,7.5,8.3,9.8,8.672,1,Promovido de Fase + Bolsa,0.0
ALUNO-153,2017.0,4.0,4,Topázio,10.0,7.5,7.5,10.0,7.5,8.0,9.0,8.355,1,Promovido de Fase,0.0
ALUNO-154,2019.0,1.0,2,Quartzo,5.0,1.5,2.9,9.5,7.5,8.1,6.3,5.163,0,Mantido na Fase atual,-1.0
ALUNO-155,2021.0,6.0,7,Quartzo,5.0,3.4,5.3,7.1,0.0,8.1,6.6,5.082,0,Não avaliado,-1.0
ALUNO-156,2018.0,3.0,3,Ametista,10.0,7.3,7.8,7.5,6.3,8.3,8.8,7.981,0,Promovido de Fase,0.0
ALUNO-158,2018.0,4.0,5,Ágata,5.0,4.5,6.1,8.3,6.9,6.9,6.1,6.056,0,Mantido na Fase atual,-1.0
ALUNO-159,2021.0,0.0,1,Ametista,5.0,6.1,10.0,9.0,7.5,8.1,9.3,8.025,1,Mantido na Fase atual,-1.0
ALUNO-162,2018.0,1.0,2,Ametista,5.0,6.6,10.0,8.5,7.5,7.5,6.8,7.531,0,Mantido na Fase atual,-1.0
ALUNO-164,2019.0,2.0,2,Ametista,10.0,5.9,5.8,9.5,7.5,7.5,6.7,7.125,0,Mantido na Fase atual,0.0
ALUNO-165,2019.0,1.0,3,Ametista,5.0,7.3,7.5,10.0,7.5,8.3,7.7,7.579,0,Promovido de Fase,-2.0
ALUNO-167,2021.0,1.0,2,Ametista,5.0,5.8,9.2,10.0,7.5,7.5,8.3,7.639,0,Mantido na Fase atual,-1.0
ALUNO-168,2019.0,2.0,3,Quartzo,5.0,2.5,1.7,0.0,5.6,7.5,4.4,3.524,0,Mantido na Fase atual,-1.0
ALUNO-169,2020.0,0.0,1,Ametista,5.0,6.1,10.0,8.5,4.4,5.3,6.8,6.898,0,Mantido na Fase atual,-1.0
ALUNO-171,2021.0,3.0,4,Ametista,5.0,7.5,8.9,8.8,7.5,8.3,9.0,8.036,1,Promovido de Fase + Bolsa,-1.0
ALUNO-173,2016.0,5.0,7,Ágata,5.0,4.9,6.7,9.6,5.0,7.7,7.5,6.532,0,Mantido na Fase atual,-2.0
ALUNO-176,,2.0,3,Ágata,5.0,4.3,6.3,7.5,5.0,6.7,5.7,5.674,0,Mantido na Fase atual,-1.0
ALUNO-177,2021.0,0.0,0,Ametista,10.0,4.6,8.3,9.0,7.5,6.9,6.3,7.196,0,Mantido na Fase atual,0.0
ALUNO-184,2021.0,2.0,2,Ametista,10.0,5.6,9.2,8.5,7.5,7.5,8.0,7.896,0,Mantido na Fase atual,0.0
ALUNO-185,2021.0,0.0,0,Ametista,10.0,5.4,10.0,8.0,7.5,7.2,7.8,7.906,0,Mantido na Fase atual,0.0
ALUNO-188,2018.0,3.0,4,Ágata,5.0,4.7,5.8,7.1,7.5,8.1,7.8,6.435,0,Mantido na Fase atual,-1.0
ALUNO-193,2016.0,3.0,4,Ametista,5.0,7.7,10.0,9.2,5.6,7.9,9.6,8.215,1,Promovido de Fase + Bolsa,-1.0
ALUNO-197,2019.0,3.0,3,Ametista,10.0,6.0,7.2,8.3,7.5,8.1,8.6,7.751,0,Promovido de Fase,0.0
ALUNO-200,2016.0,4.0,4,Quartzo,10.0,3.3,1.7,7.5,6.9,6.7,3.5,4.788,0,Mantido na Fase atual,0.0
ALUNO-201,2019.0,4.0,5,Ágata,5.0,6.4,5.6,5.8,0.0,8.3,6.7,5.636,0,Promovido de Fase,-1.0
ALUNO-206,2018.0,7.0,7,Quartzo,10.0,2.0,4.2,8.8,0.0,7.7,6.3,5.143,0,Mantido na Fase atual,0.0
ALUNO-207,2021.0,3.0,4,Quartzo,5.0,5.3,3.9,8.3,6.9,7.5,4.4,5.504,0,Mantido na Fase atual,-1.0
ALUNO-208,2020.0,2.0,3,Ágata,5.0,4.5,6.3,7.0,7.5,7.5,8.0,6.45,0,Mantido na Fase atual,-1.0
ALUNO-209,2019.0,1.0,2,Ametista,5.0,4.2,7.9,8.5,7.5,8.1,9.2,7.167,1,Mantido na Fase atual,-1.0
ALUNO-212,2019.0,0.0,1,Ágata,5.0,4.3,8.3,9.5,5.0,2.5,4.7,5.663,0,Mantido na Fase atual,-1.0
ALUNO-213,2018.0,3.0,3,Topázio,10.0,7.5,9.4,9.6,7.5,8.8,8.9,8.761,0,Promovido de Fase,0.0
ALUNO-217,2019.0,1.0,2,Ametista,5.0,7.1,8.8,8.5,7.5,8.1,8.4,7.765,0,Mantido na Fase atual,-1.0
ALUNO-218,2021.0,0.0,0,Topázio,10.0,6.9,10.0,9.5,7.5,8.1,9.7,8.821,1,Não avaliado,0.0
ALUNO-219,2019.0,2.0,3,Quartzo,5.0,1.9,4.2,0.0,6.9,8.1,4.8,4.176,0,Mantido na Fase atual,-1.0
ALUNO-221,2021.0,3.0,4,Quartzo,5.0,1.8,2.8,9.2,7.5,5.8,3.9,4.442,0,Mantido na Fase atual,-1.0
ALUNO-225,2016.0,5.0,5,Ametista,10.0,6.0,6.7,8.3,6.9,7.5,6.7,7.138,0,Mantido na Fase atual,0.0
ALUNO-226,2018.0,2.0,3,Quartzo,5.0,4.3,4.2,0.0,5.6,7.1,5.8,4.617,0,Mantido na Fase atual,-1.0
ALUNO-229,2021.0,0.0,2,Quartzo,5.0,4.0,0.0,8.5,7.5,6.9,7.3,5.054,0,Não avaliado,-2.0
ALUNO-231,2019.0,7.0,7,Ametista,10.0,5.4,8.6,9.2,6.9,8.0,7.5,7.698,0,Promovido de Fase + Bolsa,0.0
ALUNO-232,2021.0,5.0,6,Ametista,5.0,6.7,7.2,8.3,7.5,8.3,8.2,7.331,0,Promovido de Fase + Bolsa,-1.0
ALUNO-235,2019.0,3.0,3,Ametista,10.0,6.6,6.9,9.2,5.6,7.3,8.1,7.544,0,Mantido na Fase atual,0.0
ALUNO-238,2019.0,2.0,4,Quartzo,5.0,2.1,1.3,8.5,4.4,5.0,3.5,3.663,0,Não avaliado,-2.0
ALUNO-240,2021.0,3.0,3,Ametista,10.0,6.9,6.1,8.8,7.5,7.3,8.4,7.629,0,Mantido na Fase atual,0.0
ALUNO-241,2017.0,2.0,3,Quartzo,5.0,0.0,0.4,7.9,5.6,4.1,2.6,2.86,0,Não avaliado,-1.0
ALUNO-242,2018.0,2.0,3,Ágata,5.0,2.9,5.4,8.5,7.5,7.1,6.8,5.833,0,Mantido na Fase atual,-1.0
ALUNO-243,2021.0,0.0,0,Ágata,10.0,3.2,5.0,8.5,7.5,7.5,6.8,6.354,0,Mantido na Fase atual,0.0
ALUNO-246,2019.0,1.0,2,Ametista,5.0,4.6,8.8,9.0,5.6,8.5,7.7,7.013,0,Mantido na Fase atual,-1.0
ALUNO-247,2021.0,0.0,1,Ametista,5.0,6.8,8.3,10.0,7.5,8.1,9.7,8.013,1,Não avaliado,-1.0
ALUNO-249,2021.0,1.0,2,Ágata,5.0,2.1,7.9,8.5,7.5,7.5,5.8,6.025,0,Mantido na Fase atual,-1.0
ALUNO-251,2019.0,2.0,2,Ametista,10.0,7.3,6.7,9.0,7.5,8.5,8.4,7.976,0,Promovido de Fase,0.0
ALUNO-252,2021.0,0.0,1,Ametista,5.0,5.9,10.0,10.0,7.5,7.2,6.6,7.473,0,Mantido na Fase atual,-1.0
ALUNO-258,2021.0,0.0,1,Ágata,5.0,5.3,10.0,7.8,7.5,2.5,4.8,6.283,0,Não avaliado,-1.0
ALUNO-260,2021.0,0.0,1,Ágata,5.0,4.5,6.7,9.5,7.5,7.5,7.8,6.75,0,Mantido na Fase atual,-1.0
ALUNO-261,2020.0,4.0,8,Ametista,2.5,5.9,7.8,9.2,7.5,8.4,7.0,6.899,0,Promovido de Fase,-4.0
ALUNO-262,2017.0,6.0,6,Ametista,10.0,7.7,6.9,9.2,7.5,7.8,7.7,7.903,0,Promovido de Fase,0.0
ALUNO-263,2016.0,6.0,6,Ametista,10.0,6.5,7.8,7.9,7.5,8.0,7.5,7.694,0,Promovido de Fase,0.0
ALUNO-266,2019.0,2.0,2,Ametista,10.0,6.8,8.3,9.0,6.3,7.5,8.0,7.892,0,Mantido na Fase atual,0.0
ALUNO-267,2021.0,4.0,5,Ametista,5.0,8.2,8.9,9.2,6.3,8.3,8.6,8.014,0,Promovido de Fase + Bolsa,-1.0
ALUNO-271,2021.0,3.0,3,Ágata,10.0,4.3,5.0,9.6,7.5,7.7,5.5,6.429,0,Mantido na Fase atual,0.0
ALUNO-273,2018.0,1.0,2,Quartzo,5.0,0.0,2.1,9.5,7.5,6.3,4.4,4.125,0,Mantido na Fase atual,-1.0
ALUNO-274,2018.0,5.0,7,Ágata,5.0,6.1,7.8,7.1,7.5,7.7,6.9,6.88,0,Promovido de Fase,-2.0
ALUNO-275,2017.0,3.0,4,Ágata,5.0,3.4,5.8,8.8,6.3,6.9,6.4,5.815,0,Mantido na Fase atual,-1.0
ALUNO-277,2018.0,1.0,3,Ametista,5.0,7.8,10.0,9.5,7.5,8.5,7.8,8.183,0,Promovido de Fase,-2.0
ALUNO-282,2021.0,5.0,6,Topázio,5.0,8.8,9.7,9.2,7.5,8.8,9.0,8.544,1,Promovido de Fase + Bolsa,-1.0
ALUNO-283,2021.0,5.0,6,Topázio,5.0,8.7,9.4,8.8,7.5,8.8,9.5,8.531,1,Promovido de Fase + Bolsa,-1.0
ALUNO-288,2020.0,3.0,3,Ametista,10.0,7.7,7.5,8.3,7.5,7.3,8.7,8.088,0,Promovido de Fase,0.0
ALUNO-293,2019.0,5.0,5,Quartzo,10.0,0.0,3.9,0.0,0.0,5.9,3.5,3.08,0,Mantido na Fase atual,0.0
ALUNO-294,2021.0,0.0,0,Topázio,10.0,7.3,10.0,9.5,7.5,8.4,10.0,8.994,1,Mantido na Fase + Bolsa,0.0
ALUNO-295,2017.0,1.0,2,Ágata,5.0,6.9,7.1,9.0,7.5,7.5,5.3,6.771,0,Mantido na Fase atual,-1.0
ALUNO-296,2020.0,2.0,2,Ametista,10.0,3.6,7.9,9.5,7.5,7.3,7.4,7.221,0,Mantido na Fase atual,0.0
ALUNO-297,2019.0,3.0,6,Quartzo,2.5,2.8,3.3,8.8,5.6,7.7,6.1,4.894,0,Mantido na Fase atual,-3.0
ALUNO-301,2019.0,2.0,2,Topázio,10.0,6.3,9.2,9.0,7.5,8.5,8.4,8.289,0,Mantido na Fase + Bolsa,0.0
ALUNO-303,2021.0,0.0,0,Ametista,10.0,6.8,8.3,8.5,7.5,7.5,7.0,7.767,0,Mantido na Fase atual,0.0
ALUNO-305,2018.0,3.0,4,Ametista,5.0,7.5,7.8,7.9,5.6,7.5,8.3,7.315,0,Mantido na Fase atual,-1.0
ALUNO-310,2021.0,0.0,0,Ametista,10.0,4.6,8.3,9.0,7.5,6.6,6.3,7.165,0,Mantido na Fase atual,0.0
ALUNO-312,2019.0,2.0,3,Ametista,5.0,7.8,9.6,9.0,4.4,8.8,8.8,7.946,0,Promovido de Fase,-1.0
ALUNO-313,2020.0,0.0,2,Ametista,5.0,6.3,8.3,9.5,5.0,8.1,8.4,7.375,0,Não avaliado,-2.0
ALUNO-315,2019.0,5.0,4,Topázio,10.0,8.2,9.2,8.8,7.5,8.6,9.8,8.909,1,Promovido de Fase + Bolsa,1.0
ALUNO-319,2019.0,2.0,3,Ametista,5.0,8.2,9.6,7.5,6.9,7.3,8.0,7.821,0,Promovido de Fase,-1.0
ALUNO-321,2019.0,7.0,7,Ametista,10.0,7.6,7.5,8.3,5.6,8.3,8.3,7.891,0,Promovido de Fase + Bolsa,0.0
ALUNO-323,2016.0,1.0,3,Quartzo,5.0,3.3,7.1,7.4,4.4,3.8,4.3,4.976,0,Mantido na Fase atual,-2.0
ALUNO-324,2019.0,7.0,7,Topázio,10.0,7.9,8.1,8.3,6.9,8.3,8.6,8.252,0,Promovido de Fase + Bolsa,0.0
ALUNO-331,2021.0,0.0,0,Topázio,10.0,7.3,10.0,9.0,7.5,8.4,9.8,8.923,1,Não avaliado,0.0
ALUNO-332,2019.0,1.0,2,Topázio,5.0,7.4,9.6,9.0,7.5,8.3,9.8,8.342,1,Promovido de Fase,-1.0
ALUNO-336,,0.0,1,Ametista,5.0,6.9,10.0,9.0,6.3,7.5,6.9,7.533,0,Mantido na Fase atual,-1.0
ALUNO-337,2016.0,5.0,6,Ametista,5.0,7.3,8.1,7.5,7.5,8.8,8.5,7.661,0,Promovido de Fase + Bolsa,-1.0
ALUNO-339,2018.0,3.0,5,Ametista,5.0,6.2,8.1,8.8,7.5,8.5,9.2,7.676,1,Mantido na Fase atual,-2.0
ALUNO-340,2018.0,3.0,5,Ametista,5.0,7.0,8.1,8.8,7.5,8.3,9.1,7.8,1,Mantido na Fase atual,-2.0
ALUNO-342,2016.0,2.0,3,Ametista,5.0,7.6,6.7,8.5,7.5,7.5,8.4,7.392,0,Promovido de Fase,-1.0
ALUNO-343,2020.0,5.0,7,Ametista,5.0,6.0,8.1,8.3,6.9,8.0,7.2,7.07,0,Mantido na Fase atual,-2.0
ALUNO-345,2019.0,1.0,1,Ágata,10.0,4.2,5.0,9.5,7.5,7.7,7.3,6.764,0,Mantido na Fase atual,0.0
ALUNO-346,2019.0,1.0,1,Quartzo,10.0,0.0,3.8,7.9,7.5,7.5,4.4,4.925,0,Mantido na Fase atual,0.0
ALUNO-348,2019.0,1.0,2,Ametista,5.0,6.4,8.8,10.0,7.5,7.7,7.5,7.558,0,Mantido na Fase atual,-1.0
ALUNO-349,2020.0,1.0,2,Quartzo,5.0,0.4,3.3,8.0,7.5,6.9,4.6,4.414,0,Mantido na Fase atual,-1.0
ALUNO-352,2021.0,4.0,4,Ágata,10.0,3.5,3.6,7.5,7.5,7.2,5.7,5.783,0,Promovido de Fase,0.0
ALUNO-357,2021.0,3.0,3,Ágata,10.0,5.9,5.3,8.3,7.5,7.3,6.6,6.854,0,Mantido na Fase atual,0.0
