NOME,ANO_INGRESSO_2021,FASE_2021,NIVEL_IDEAL_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,REC_AVA_UNIFICADO,DEFASAGEM_2021
ALUNO-359,2019.0,2.0,3,Ametista,5.0,8.0,5.0,8.0,7.5,8.5,9.1,7.326,1,Promovido de Fase,-1.0
ALUNO-363,2021.0,0.0,0,Ametista,10.0,6.5,8.3,10.0,7.5,7.8,8.7,8.231,0,Mantido na Fase atual,0.0
ALUNO-364,2019.0,2.0,2,Ágata,10.0,4.7,7.5,0.0,4.4,7.1,8.6,6.306,0,Mantido na Fase atual,0.0
ALUNO-365,2017.0,6.0,6,Ametista,10.0,6.5,6.9,9.2,5.0,6.9,7.9,7.376,0,Promovido de Fase,0.0
ALUNO-367,2016.0,4.0,4,Ágata,10.0,4.8,4.4,7.9,7.5,7.0,6.5,6.392,0,Mantido na Fase atual,0.0
ALUNO-370,2019.0,3.0,4,Ametista,5.0,9.1,8.9,7.9,6.3,9.0,8.9,8.196,0,Promovido de Fase + Bolsa,-1.0
ALUNO-372,2017.0,2.0,3,Ágata,5.0,4.9,5.4,8.0,7.5,7.5,7.4,6.36,0,Promovido de Fase,-1.0
ALUNO-373,2017.0,4.0,5,Quartzo,5.0,1.5,4.4,9.2,5.6,7.2,4.2,4.712,0,Mantido na Fase atual,-1.0
ALUNO-374,2021.0,7.0,9,Topázio,10.0,6.4,9.4,9.6,7.5,8.1,7.9,8.276,0,Promovido de Fase + Bolsa,0.0
ALUNO-375,2016.0,2.0,2,Topázio,10.0,8.1,10.0,9.5,7.5,7.5,8.9,8.858,0,Promovido de Fase,0.0
ALUNO-376,2021.0,4.0,6,Quartzo,5.0,3.9,5.8,8.8,0.0,7.7,5.7,5.216,0,Mantido na Fase atual,-2.0
ALUNO-377,2017.0,3.0,3,Ametista,10.0,4.2,7.5,8.8,5.6,7.5,7.9,7.11,0,Promovido de Fase,0.0
ALUNO-378,2016.0,6.0,6,Ametista,10.0,7.7,7.8,6.7,4.4,7.8,7.3,7.441,0,Promovido de Fase,0.0
ALUNO-379,2018.0,4.0,5,Quartzo,5.0,1.7,2.8,10.0,5.0,5.6,3.5,4.151,0,Mantido na Fase atual,-1.0
ALUNO-381,2019.0,0.0,2,Ametista,5.0,6.1,8.3,9.5,6.3,7.8,6.6,7.052,0,Mantido na Fase atual,-2.0
ALUNO-383,2021.0,0.0,2,Ametista,5.0,6.3,5.8,9.5,7.5,7.2,7.8,6.915,0,Não avaliado,-2.0
ALUNO-384,2021.0,1.0,2,Ametista,5.0,3.6,9.2,8.5,8.8,8.1,9.1,7.418,1,Promovido de Fase,-1.0
ALUNO-385,2020.0,3.0,5,Quartzo,5.0,2.6,3.9,8.8,7.5,7.3,6.4,5.435,0,Mantido na Fase atual,-2.0
ALUNO-387,2018.0,3.0,4,Ágata,5.0,6.6,5.8,7.9,5.0,7.3,5.9,6.19,0,Promovido de Fase,-1.0
ALUNO-388,2018.0,2.0,3,Ágata,5.0,3.8,3.8,9.5,7.5,7.5,7.7,6.007,0,Mantido na Fase atual,-1.0
ALUNO-389,2020.0,6.0,7,Ametista,5.0,9.0,8.6,8.3,6.3,9.4,8.9,8.201,0,Promovido de Fase + Bolsa,-1.0
ALUNO-393,2017.0,2.0,3,Ametista,5.0,7.4,6.7,9.0,7.5,8.1,7.4,7.26,0,Promovido de Fase,-1.0
ALUNO-394,2016.0,4.0,6,Ágata,5.0,5.2,5.3,7.1,6.9,7.2,6.7,6.053,0,Promovido de Fase,-2.0
ALUNO-396,2019.0,5.0,6,Ametista,5.0,7.2,8.1,7.9,7.5,7.7,8.7,7.593,0,Promovido de Fase + Bolsa,-1.0
ALUNO-397,2016.0,3.0,3,Quartzo,10.0,2.5,2.8,6.7,3.1,4.6,3.8,4.257,0,Mantido na Fase atual,0.0
ALUNO-400,2019.0,1.0,2,Quartzo,5.0,1.2,3.3,0.0,5.6,7.3,5.2,3.729,0,Mantido na Fase atual,-1.0
ALUNO-403,2021.0,3.0,3,Ametista,10.0,6.4,7.2,9.2,7.5,7.9,8.5,7.878,0,Promovido de Fase,0.0
ALUNO-404,2016.0,4.0,4,Topázio,10.0,7.4,9.2,8.8,7.5,8.9,8.3,8.499,0,Promovido de Fase,0.0
ALUNO-405,2021.0,0.0,0,Ametista,10.0,6.0,8.3,8.5,7.5,7.5,7.8,7.767,0,Mantido na Fase atual,0.0
ALUNO-406,2018.0,1.0,2,Ágata,5.0,6.4,8.3,9.0,6.9,7.5,5.4,6.868,0,Mantido na Fase atual,-1.0
ALUNO-407,2018.0,4.0,4,Topázio,10.0,6.6,8.9,8.3,7.5,9.2,9.4,8.475,1,Promovido de Fase + Bolsa,0.0
ALUNO-408,2020.0,1.0,1,Topázio,10.0,7.2,9.2,9.0,8.8,8.8,8.9,8.699,0,Promovido de Fase,0.0
ALUNO-416,2018.0,2.0,4,Ametista,5.0,6.9,8.8,9.0,4.4,7.3,8.2,7.349,0,Promovido de Fase,-2.0
ALUNO-421,2018.0,4.0,6,Ágata,5.0,5.8,5.8,9.2,7.5,7.7,6.9,6.624,0,Promovido de Fase,-2.0
ALUNO-422,2021.0,0.0,2,Ametista,5.0,7.2,10.0,9.0,7.5,8.4,7.7,7.965,0,Não avaliado,-2.0
ALUNO-423,2021.0,5.0,7,Quartzo,5.0,1.5,1.7,0.0,5.0,6.9,4.2,3.146,0,Mantido na Fase atual,-2.0
ALUNO-424,2017.0,2.0,3,Ágata,5.0,4.5,5.0,9.0,7.5,7.3,6.1,5.99,0,Mantido na Fase atual,-1.0
ALUNO-425,2019.0,3.0,4,Ágata,5.0,5.5,6.4,9.2,7.5,7.1,6.9,6.642,0,Mantido na Fase atual,-1.0
ALUNO-432,,0.0,2,Quartzo,5.0,2.6,6.7,9.0,5.0,2.5,4.8,4.946,0,Mantido na Fase atual,-2.0
ALUNO-435,2020.0,5.0,7,Quartzo,5.0,3.0,4.7,6.7,0.0,7.5,3.5,4.169,0,Mantido na Fase atual,-2.0
ALUNO-436,2021.0,2.0,3,Ametista,5.0,6.3,8.8,9.5,7.5,8.5,8.4,7.743,0,Mantido na Fase atual,-1.0
ALUNO-437,2018.0,2.0,2,Ágata,10.0,4.0,5.0,8.5,7.5,7.7,6.6,6.482,0,Mantido na Fase atual,0.0
ALUNO-438,2021.0,5.0,7,Ágata,5.0,2.8,5.3,9.2,7.5,7.5,6.1,5.756,0,Mantido na Fase atual,-2.0
ALUNO-440,2021.0,5.0,6,Ametista,5.0,6.7,8.1,8.3,7.5,8.1,7.7,7.382,0,Promovido de Fase,-1.0
ALUNO-441,2019.0,2.0,3,Ametista,5.0,7.8,7.9,9.0,6.3,8.1,8.0,7.571,0,Promovido de Fase,-1.0
ALUNO-442,2020.0,1.0,2,Quartzo,5.0,0.7,4.2,8.5,7.5,7.5,6.8,5.188,0,Mantido na Fase atual,-1.0
ALUNO-444,2021.0,1.0,2,Ágata,5.0,5.1,4.2,9.5,7.5,8.1,8.1,6.469,0,Promovido de Fase,-1.0
ALUNO-447,2019.0,1.0,2,Ametista,5.0,6.4,9.6,9.5,5.0,7.9,8.7,7.69,0,Mantido na Fase atual,-1.0
ALUNO-448,2019.0,3.0,3,Ametista,10.0,6.3,7.8,9.2,7.5,7.5,8.1,7.85,0,Promovido de Fase,0.0
ALUNO-449,2019.0,2.0,2,Ametista,10.0,4.9,7.5,8.5,7.5,8.5,8.6,7.653,0,Mantido na Fase atual,0.0
ALUNO-450,2021.0,5.0,6,Ametista,5.0,6.3,7.5,7.1,7.5,8.1,8.3,7.196,0,Promovido de Fase + Bolsa,-1.0
ALUNO-451,2018.0,1.0,2,Ágata,5.0,1.0,5.0,8.5,7.5,8.3,7.7,5.667,0,Mantido na Fase atual,-1.0
ALUNO-452,2021.0,1.0,2,Ametista,5.0,4.8,8.8,7.0,7.5,8.1,8.3,7.118,0,Mantido na Fase atual,-1.0
ALUNO-455,2019.0,2.0,2,Ametista,10.0,4.9,7.1,8.5,7.5,7.3,7.2,7.154,0,Mantido na Fase atual,0.0
ALUNO-463,2017.0,4.0,3,Topázio,10.0,7.0,8.3,9.6,7.5,8.8,8.2,8.292,0,Promovido de Fase,1.0
ALUNO-465,2021.0,0.0,2,Ametista,5.0,7.6,10.0,8.5,7.5,7.8,8.6,8.123,0,Não avaliado,-2.0
ALUNO-468,2021.0,2.0,2,Ágata,10.0,3.6,6.3,7.0,7.5,7.7,7.0,6.583,0,Mantido na Fase atual,0.0
ALUNO-469,2016.0,4.0,3,Ágata,10.0,6.4,6.7,6.3,7.5,7.3,5.2,6.759,0,Promovido de Fase,1.0
ALUNO-474,2019.0,2.0,2,Ametista,10.0,4.6,7.5,9.0,7.5,7.1,7.2,7.215,0,Mantido na Fase atual,0.0
ALUNO-477,2019.0,2.0,3,Quartzo,5.0,4.3,5.8,0.0,7.5,7.3,5.9,5.185,0,Mantido na Fase atual,-1.0
ALUNO-482,2016.0,2.0,3,Topázio,5.0,9.1,10.0,10.0,7.5,9.8,9.8,9.021,1,Promovido de Fase,-1.0
ALUNO-483,2018.0,2.0,3,Ametista,5.0,8.1,8.3,9.5,5.0,7.9,8.1,7.644,0,Promovido de Fase,-1.0
ALUNO-485,2021.0,3.0,4,Ágata,5.0,5.0,6.1,7.1,7.5,7.3,7.4,6.387,0,Mantido na Fase atual,-1.0
ALUNO-486,2021.0,2.0,3,Quartzo,5.0,6.0,6.3,0.0,7.5,6.7,5.7,5.511,0,Mantido na Fase atual,-1.0
ALUNO-487,2019.0,0.0,1,Ametista,5.0,7.1,6.7,10.0,7.5,7.8,8.3,7.44,0,Não avaliado,-1.0
ALUNO-488,2019.0,3.0,4,Ágata,5.0,3.0,5.3,8.3,7.5,7.1,5.5,5.539,0,Mantido na Fase atual,-1.0
ALUNO-490,2021.0,4.0,6,Ametista,5.0,6.5,7.8,8.8,6.9,7.3,7.0,7.044,0,Promovido de Fase,-2.0
ALUNO-494,2021.0,1.0,2,Topázio,5.0,7.2,9.2,9.5,7.5,8.8,9.6,8.268,1,Promovido de Fase,-1.0
ALUNO-496,2021.0,4.0,3,Ametista,10.0,7.5,6.7,9.6,7.5,8.3,7.7,7.895,0,Promovido de Fase + Bolsa,1.0
ALUNO-497,2021.0,2.0,3,Ametista,5.0,6.6,8.3,9.0,7.5,8.1,8.2,7.599,0,Promovido de Fase,-1.0
ALUNO-498,2021.0,3.0,3,Ágata,10.0,3.8,3.9,9.6,5.0,7.3,5.1,5.735,0,Mantido na Fase atual,0.0
ALUNO-499,2017.0,2.0,3,Ametista,5.0,7.1,7.1,9.0,7.5,7.5,8.8,7.497,0,Mantido na Fase atual,-1.0
ALUNO-500,2019.0,7.0,7,Ametista,10.0,6.4,8.9,9.2,5.6,8.1,7.6,7.878,0,Promovido de Fase + Bolsa,0.0
ALUNO-502,2018.0,4.0,4,Ágata,10.0,3.9,4.7,10.0,7.5,8.8,7.5,6.853,0,Promovido de Fase + Bolsa,0.0
ALUNO-503,2021.0,0.0,1,Ametista,5.0,6.9,10.0,9.5,7.5,7.5,8.4,8.008,0,Não avaliado,-1.0
ALUNO-506,2020.0,0.0,0,#NULO!,10.0,4.1,0.0,7.4,5.0,0.0,0.0,,0,Não avaliado,0.0
ALUNO-507,2016.0,4.0,4,Ágata,10.0,2.8,3.9,9.6,5.0,7.2,5.3,5.58,0,Mantido na Fase atual,0.0
ALUNO-511,2021.0,0.0,1,Ametista,5.0,6.6,8.3,7.5,7.5,7.5,7.8,7.296,0,Mantido na Fase atual,-1.0
ALUNO-512,2019.0,4.0,5,Ametista,5.0,7.0,8.6,8.3,7.5,8.8,9.5,7.972,1,Promovido de Fase + Bolsa,-1.0
ALUNO-513,2020.0,1.0,2,Ametista,5.0,6.1,7.5,8.5,7.5,7.7,8.4,7.285,0,Mantido na Fase atual,-1.0
ALUNO-518,2019.0,7.0,7,Ametista,10.0,7.9,6.7,9.6,7.5,8.1,7.7,7.971,0,Promovido de Fase + Bolsa,0.0
ALUNO-520,2018.0,3.0,2,Topázio,10.0,7.2,9.7,7.9,5.6,9.0,8.9,8.414,0,Promovido de Fase,1.0
ALUNO-521,2018.0,2.0,2,Ametista,10.0,5.3,4.6,9.5,7.5,8.5,8.7,7.254,0,Promovido de Fase,0.0
ALUNO-522,2018.0,2.0,3,Ágata,5.0,3.8,4.2,8.5,7.5,7.5,7.1,5.868,0,Mantido na Fase atual,-1.0
ALUNO-523,2021.0,3.0,3,Ametista,10.0,6.4,5.6,7.9,7.5,6.9,7.3,7.082,0,Promovido de Fase,0.0
ALUNO-524,2020.0,1.0,2,Topázio,5.0,8.4,9.2,9.5,7.5,8.8,9.6,8.494,1,Promovido de Fase,-1.0
ALUNO-526,2021.0,1.0,2,Ametista,5.0,7.8,8.8,8.5,7.5,7.7,7.3,7.626,0,Mantido na Fase atual,-1.0
ALUNO-527,2017.0,6.0,7,Ametista,5.0,7.1,7.2,9.2,7.5,8.6,8.7,7.62,0,Promovido de Fase + Bolsa,-1.0
ALUNO-529,2021.0,1.0,2,Ametista,5.0,8.0,9.6,8.0,7.5,8.1,8.6,8.09,0,Mantido na Fase atual,-1.0
ALUNO-531,2019.0,5.0,7,Ametista,5.0,5.7,8.3,8.8,7.5,7.8,7.5,7.223,0,Promovido de Fase + Bolsa,-2.0
ALUNO-533,2019.0,3.0,4,Ágata,5.0,4.9,5.3,9.2,7.5,7.8,4.9,5.956,0,Não avaliado,-1.0
ALUNO-536,2021.0,1.0,2,Quartzo,5.0,3.1,1.7,8.0,7.5,6.7,4.6,4.586,0,Mantido na Fase atual,-1.0
ALUNO-537,2021.0,0.0,1,Quartzo,5.0,3.4,4.2,6.3,7.5,5.0,4.6,4.808,0,Mantido na Fase atual,-1.0
ALUNO-538,2021.0,2.0,3,Quartzo,5.0,1.1,5.0,9.0,5.0,5.2,5.9,4.824,0,Mantido na Fase atual,-1.0
ALUNO-540,2018.0,2.0,3,Ágata,5.0,4.5,5.4,8.5,7.5,7.5,6.2,6.078,0,Mantido na Fase atual,-1.0
ALUNO-541,2019.0,4.0,4,Ametista,10.0,6.8,6.9,9.2,7.5,8.1,8.0,7.835,0,Promovido de Fase,0.0
ALUNO-542,2021.0,0.0,2,Ametista,5.0,7.0,8.3,8.0,7.5,7.8,8.3,7.565,0,Mantido na Fase atual,-2.0
ALUNO-544,2019.0,2.0,3,Ametista,5.0,6.7,7.9,9.0,6.3,8.1,7.7,7.292,0,Promovido de Fase,-1.0
ALUNO-546,2018.0,6.0,8,Ágata,5.0,4.0,7.2,10.0,2.5,4.6,6.3,5.728,0,Mantido na Fase atual,-2.0
ALUNO-547,2018.0,4.0,5,Ágata,5.0,7.1,6.4,7.5,6.3,8.0,7.1,6.8,0,Promovido de Fase,-1.0
ALUNO-548,2021.0,0.0,0,Topázio,10.0,5.3,10.0,9.5,7.5,7.8,9.5,8.431,1,Não avaliado,0.0
ALUNO-550,2021.0,0.0,1,Ametista,5.0,6.9,8.3,10.0,7.5,7.2,9.3,7.873,1,Mantido na Fase atual,-1.0
ALUNO-555,2019.0,2.0,2,Topázio,10.0,6.6,10.0,7.4,8.1,8.5,8.8,8.489,0,Mantido na Fase + Bolsa,0.0
ALUNO-557,2018.0,2.0,3,Ametista,5.0,5.9,8.3,9.0,6.9,8.1,8.9,7.543,0,Promovido de Fase,-1.0
ALUNO-560,2019.0,2.0,2,Ágata,10.0,3.2,4.6,9.5,7.5,8.1,7.1,6.489,0,Mantido na Fase atual,0.0
ALUNO-561,2019.0,3.0,5,Quartzo,5.0,4.0,1.1,7.9,7.5,6.9,4.9,4.74,0,Mantido na Fase atual,-2.0
ALUNO-562,2019.0,2.0,2,Topázio,10.0,9.2,7.9,7.5,7.5,8.8,8.1,8.418,0,Mantido na Fase + Bolsa,0.0
ALUNO-563,2021.0,0.0,1,Topázio,5.0,7.1,10.0,9.5,7.5,8.1,9.7,8.371,1,Não avaliado,-1.0
ALUNO-564,2021.0,4.0,4,Ágata,10.0,2.8,3.9,10.0,7.5,7.2,4.8,5.755,0,Mantido na Fase atual,0.0
ALUNO-565,2021.0,1.0,1,Topázio,10.0,5.8,8.8,10.0,7.5,8.1,9.6,8.385,1,Mantido na Fase atual,0.0
ALUNO-566,2021.0,5.0,5,Ametista,10.0,7.9,7.8,8.8,7.5,8.4,7.6,8.133,0,Promovido de Fase,0.0
ALUNO-567,2021.0,0.0,0,Ágata,10.0,5.0,5.8,8.0,7.5,7.2,7.3,6.885,0,Mantido na Fase atual,0.0
ALUNO-569,2021.0,1.0,1,Topázio,10.0,7.0,10.0,10.0,7.5,7.5,8.7,8.644,0,Mantido na Fase atual,0.0
ALUNO-570,2019.0,1.0,3,Quartzo,5.0,2.0,3.3,9.5,7.5,7.7,5.1,5.049,0,Mantido na Fase atual,-2.0
ALUNO-571,2021.0,3.0,4,Ametista,5.0,7.6,7.2,6.7,7.5,7.7,7.9,7.246,0,Mantido na Fase atual,-1.0
ALUNO-572,2021.0,0.0,0,Topázio,10.0,6.7,10.0,7.5,7.5,8.4,10.0,8.681,1,Não avaliado,0.0
ALUNO-574,2019.0,6.0,7,Ametista,5.0,5.7,8.6,8.8,7.5,8.0,7.8,7.336,0,Promovido de Fase,-1.0
ALUNO-578,2021.0,0.0,0,Ametista,10.0,5.2,6.7,8.5,7.5,7.2,9.0,7.49,1,Mantido na Fase atual,0.0
ALUNO-579,2017.0,2.0,2,Ametista,10.0,5.4,6.3,8.5,7.5,7.5,8.2,7.332,0,Mantido na Fase atual,0.0
ALUNO-583,2019.0,4.0,5,Ágata,5.0,5.8,5.6,6.7,7.5,7.7,7.9,6.535,0,Promovido de Fase,-1.0
ALUNO-584,2021.0,1.0,2,Ametista,5.0,2.7,8.8,9.0,7.5,8.1,8.9,7.039,0,Mantido na Fase atual,-1.0
ALUNO-585,2018.0,2.0,5,Quartzo,2.5,0.4,1.3,0.0,4.4,6.6,5.3,2.735,0,Mantido na Fase atual,-3.0
ALUNO-586,2020.0,1.0,2,Ametista,5.0,7.1,9.6,8.5,7.5,8.1,8.9,8.019,0,Mantido na Fase atual,-1.0
ALUNO-588,2019.0,1.0,1,Topázio,10.0,7.8,9.6,10.0,7.5,8.8,8.9,8.881,0,Promovido de Fase,0.0
ALUNO-589,2019.0,1.0,3,Ametista,5.0,6.4,8.3,7.4,7.5,8.1,8.3,7.413,0,Promovido de Fase,-2.0
ALUNO-594,2020.0,1.0,3,Ametista,5.0,4.8,9.2,9.5,7.5,7.9,8.4,7.476,0,Mantido na Fase atual,-2.0
ALUNO-595,2021.0,0.0,0,Topázio,10.0,6.9,10.0,9.5,7.5,7.8,9.8,8.806,1,Não avaliado,0.0
ALUNO-596,2021.0,1.0,2,Ágata,5.0,3.0,6.7,10.0,7.5,8.1,6.9,6.374,0,Mantido na Fase atual,-1.0
ALUNO-602,2021.0,1.0,3,Quartzo,5.0,2.3,4.6,0.0,7.5,8.4,7.3,4.94,0,Mantido na Fase atual,-2.0
ALUNO-603,2018.0,1.0,3,Ágata,5.0,3.3,9.2,0.0,3.1,8.1,8.3,5.787,0,Mantido na Fase atual,-2.0
ALUNO-608,2017.0,4.0,5,Ametista,5.0,8.5,7.2,7.1,5.0,7.7,8.5,7.31,0,Promovido de Fase,-1.0
ALUNO-610,2021.0,5.0,6,Ametista,5.0,5.8,6.4,8.8,7.5,8.4,7.5,6.913,0,Mantido na Fase + Bolsa,-1.0
ALUNO-613,2018.0,1.0,2,Ametista,5.0,5.5,9.2,9.5,3.1,8.3,8.3,7.196,0,Mantido na Fase atual,-1.0
ALUNO-615,2019.0,1.0,1,Topázio,10.0,7.4,8.8,9.0,7.5,7.5,8.7,8.358,0,Mantido na Fase atual,0.0
ALUNO-617,2021.0,0.0,0,Topázio,10.0,5.9,10.0,9.0,7.5,8.1,9.7,8.583,1,Não avaliado,0.0
ALUNO-619,2019.0,2.0,2,Ágata,10.0,4.6,5.0,7.9,7.5,7.7,7.2,6.682,0,Mantido na Fase atual,0.0
ALUNO-620,2021.0,1.0,2,Quartzo,5.0,0.0,1.3,0.0,7.5,6.3,4.1,2.942,0,Mantido na Fase atual,-1.0
ALUNO-622,2018.0,3.0,3,Quartzo,10.0,0.7,3.6,10.0,7.5,6.9,4.5,5.193,0,Mantido na Fase atual,0.0
ALUNO-624,2019.0,3.0,6,Ágata,2.5,5.1,5.0,7.1,7.5,7.1,6.5,5.742,0,Mantido na Fase atual,-3.0
ALUNO-627,2021.0,0.0,1,Ametista,5.0,6.9,8.3,8.0,7.5,7.5,8.0,7.442,0,Mantido na Fase atual,-1.0
ALUNO-628,2021.0,0.0,2,Ametista,5.0,5.9,8.3,9.0,7.5,7.5,8.4,7.438,0,Mantido na Fase atual,-2.0
ALUNO-632,2021.0,0.0,2,Ágata,5.0,3.4,5.0,9.0,7.5,7.5,6.5,5.888,0,Não avaliado,-2.0
ALUNO-634,2018.0,1.0,3,Quartzo,5.0,2.4,2.1,6.3,6.3,4.4,3.3,3.754,0,Mantido na Fase atual,-2.0
ALUNO-635,2017.0,5.0,6,Quartzo,5.0,4.8,3.3,4.6,5.0,5.9,4.0,4.494,0,Mantido na Fase atual,-1.0
ALUNO-638,2019.0,2.0,4,Ágata,5.0,6.1,6.3,8.5,6.9,7.5,7.7,6.783,0,Mantido na Fase atual,-2.0
ALUNO-642,2019.0,1.0,2,Ametista,5.0,6.4,7.5,8.5,6.3,6.9,8.2,7.082,0,Alocado em Fase anterior,-1.0
ALUNO-644,2018.0,2.0,2,Topázio,10.0,9.4,10.0,10.0,5.0,8.5,9.7,9.163,1,Promovido de Fase,0.0
ALUNO-645,2020.0,0.0,1,Ágata,5.0,5.3,6.7,10.0,7.5,7.5,6.2,6.633,0,Não avaliado,-1.0
ALUNO-646,2019.0,2.0,3,Ametista,5.0,6.6,7.9,9.0,7.5,7.7,7.8,7.396,0,Mantido na Fase atual,-1.0
ALUNO-647,2018.0,2.0,3,Quartzo,5.0,0.0,1.7,9.5,5.0,7.3,4.3,3.868,0,Mantido na Fase atual,-1.0
ALUNO-653,2021.0,0.0,0,Ametista,10.0,4.9,5.8,9.0,7.5,7.5,7.0,6.942,0,Mantido na Fase atual,0.0
ALUNO-657,2019.0,2.0,3,Ametista,5.0,8.5,6.3,9.5,7.5,9.0,10.0,8.046,1,Promovido de Fase + Bolsa,-1.0
ALUNO-658,2021.0,0.0,1,Ágata,5.0,2.8,4.2,9.5,7.5,7.8,6.2,5.615,0,Não avaliado,-1.0
ALUNO-659,2019.0,3.0,3,Quartzo,10.0,1.3,3.6,8.3,7.5,7.8,5.1,5.348,0,Não avaliado,0.0
ALUNO-660,2021.0,5.0,7,Quartzo,5.0,5.3,4.7,8.3,0.0,7.9,6.0,5.336,0,Promovido de Fase + Bolsa,-2.0
ALUNO-663,2018.0,2.0,2,Quartzo,10.0,3.3,2.9,7.8,7.5,6.7,5.2,5.479,0,Mantido na Fase atual,0.0
ALUNO-664,2019.0,5.0,6,Topázio,5.0,9.3,8.6,10.0,7.5,8.8,9.9,8.681,1,Promovido de Fase + Bolsa,-1.0
ALUNO-668,2020.0,2.0,2,Ágata,10.0,4.5,5.8,8.0,7.5,7.5,6.8,6.722,0,Mantido na Fase atual,0.0
ALUNO-670,2020.0,6.0,7,Ametista,5.0,7.9,7.5,7.9,7.5,9.2,9.2,7.872,1,Promovido de Fase + Bolsa,-1.0
ALUNO-671,2018.0,1.0,2,Ametista,5.0,7.4,9.6,9.0,6.3,8.3,8.5,7.963,0,Promovido de Fase,-1.0
ALUNO-672,2018.0,1.0,2,Quartzo,5.0,2.3,3.3,9.5,7.5,7.7,6.6,5.411,0,Mantido na Fase atual,-1.0
ALUNO-675,2021.0,5.0,5,Quartzo,10.0,0.0,2.8,8.3,7.5,7.5,3.6,4.6,0,Mantido na Fase atual,0.0
ALUNO-681,2018.0,2.0,4,Ágata,5.0,6.6,6.3,8.5,6.9,7.3,7.5,6.842,0,Promovido de Fase,-2.0
ALUNO-682,2020.0,1.0,2,Ametista,5.0,7.3,9.6,8.0,7.5,8.1,9.1,8.04,1,Mantido na Fase atual,-1.0
ALUNO-685,2019.0,0.0,1,Ágata,5.0,4.7,5.0,8.5,6.3,7.2,7.1,6.048,0,Não avaliado,-1.0
ALUNO-686,2018.0,0.0,2,Ametista,5.0,6.5,5.8,9.5,7.5,7.5,7.5,6.917,0,Não avaliado,-2.0
ALUNO-687,2021.0,3.0,5,Quartzo,5.0,2.0,5.0,6.7,7.5,7.3,5.3,5.101,0,Mantido na Fase atual,-2.0
ALUNO-688,2018.0,7.0,8,Ametista,5.0,8.3,9.7,8.3,5.6,7.8,7.3,7.738,0,Promovido de Fase + Bolsa,-1.0
ALUNO-689,2017.0,2.0,3,Ametista,5.0,7.9,9.2,8.5,7.5,7.5,8.3,7.908,0,Promovido de Fase,-1.0
ALUNO-690,2021.0,0.0,1,Ágata,5.0,4.9,8.3,9.0,0.0,7.5,6.2,6.042,0,Mantido na Fase atual,-1.0
ALUNO-693,2020.0,0.0,1,Ágata,5.0,5.9,5.0,8.5,7.5,7.5,8.3,6.675,0,Não avaliado,-1.0
ALUNO-694,2021.0,0.0,0,Topázio,10.0,7.3,10.0,9.5,7.5,7.8,8.7,8.665,0,Mantido na Fase atual,0.0
